ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1706326	7.51789138923841e-07	2.93080390456444e-11	6.97269844588944	14.9235070359082	0.222149421096125	MRPL33	mitochondrial ribosomal protein L33
ILMN_2189936	7.51789138923841e-07	4.69149826156099e-11	6.89297240627723	14.4634015344461	0.27718445155751	RPL36AL	ribosomal protein L36a like
ILMN_1746516	1.11828731576455e-06	1.04679145910751e-10	6.75559959474841	13.6789737039265	0.325064829307822	RPS25	ribosomal protein S25
ILMN_3243890	1.34068028752976e-06	1.67328813695249e-10	6.67447478841045	13.2207863129084	0.165210470945638	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
ILMN_3243700	6.28764885704138e-06	1.01505518044096e-09	6.35646205776334	11.4619168620516	0.252490081398195	RPS8	ribosomal protein S8
ILMN_1792528	6.28764885704138e-06	1.17713167781361e-09	6.32986104594749	11.3175425465159	0.300312071066685		
ILMN_1786759	3.57655877056274e-05	9.65971442062489e-09	5.94327036413626	9.26912331729769	0.159414621404013	TMEM258	transmembrane protein 258
ILMN_1755883	3.57655877056274e-05	9.70243748337515e-09	5.94244178081164	9.2648350024154	0.318451060297685	RPS27A	ribosomal protein S27a
ILMN_2187718	3.57655877056274e-05	1.00436921386204e-08	5.93594866851953	9.2312454516522	0.198482707882035	COX17	COX17, cytochrome c oxidase copper chaperone
ILMN_2189933	3.84690850318886e-05	1.20032091584413e-08	5.90239154753137	9.05808743978668	0.266558571712858	RPL36AL	ribosomal protein L36a like
ILMN_1673363	6.23786617558288e-05	2.29572059087863e-08	-5.77915363347924	8.42849260321932	-0.253105796558948	ADGRE5	adhesion G protein-coupled receptor E5
ILMN_1694259	6.23786617558288e-05	2.33562339252378e-08	5.77585354596626	8.41177091894599	0.252715021281873	NSA2	NSA2, ribosome biogenesis homolog
ILMN_1786658	7.6653671842846e-05	3.10929431170083e-08	5.72086337558317	8.13419955501591	0.133960755531219	BOLA3	bolA family member 3
ILMN_1753719	7.77548074214547e-05	3.39657182408302e-08	5.70380316789134	8.04849581459355	0.128333992703137	GTF2A2	general transcription factor IIA subunit 2
ILMN_1745075	0.000126172560644438	6.27828085171204e-08	5.58418419407839	7.4530830256034	0.153923705184307	RPLP0	ribosomal protein lateral stalk subunit P0
ILMN_3266666	0.000126172560644438	6.34530257553388e-08	5.58210052755378	7.44279735113594	0.22604658643934		
ILMN_2128967	0.000126172560644438	7.58657772808901e-08	5.54695716120605	7.26976447350898	0.156440557221966	C11orf1	chromosome 11 open reading frame 1
ILMN_1713482	0.000126172560644438	7.66115584118651e-08	5.54502838408409	7.26029233946877	0.169748712506093	CWC15	CWC15 spliceosome-associated protein
ILMN_1660629	0.000126172560644438	7.769180925199e-08	-5.54226678363719	7.24673468577844	-0.188695496018897	NBEAL2	neurobeachin like 2
ILMN_3251451	0.000126172560644438	8.01082538505902e-08	5.5362223403064	7.21707865901143	0.106635586531015	MED31	mediator complex subunit 31
ILMN_1752273	0.000126172560644438	8.41205416361392e-08	5.52656794747531	7.16976301429212	0.0758537997242223	KIAA1143	KIAA1143
ILMN_1809478	0.000126172560644438	8.71568833141503e-08	5.51955560486437	7.13543603606882	0.141662796887992	SSBP1	single stranded DNA binding protein 1
ILMN_2048326	0.000126172560644438	9.05478765272578e-08	5.51200015180919	7.09848824007484	0.228189317782421	RPS27A	ribosomal protein S27a
ILMN_3202673	0.000128087905495198	9.5919053071383e-08	5.50057908623149	7.04271133985104	0.351563344221486		
ILMN_2191313	0.000128822976227404	1.02267143832824e-07	-5.48785798571862	6.98069130136389	-0.154355847914418	FAM21A	family with sequence similarity 21 member A
ILMN_1784286	0.000128822976227404	1.05014607927086e-07	5.48258912878707	6.95503639204203	0.338432113835959	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
ILMN_2364700	0.000128822976227404	1.19439252327195e-07	5.45695713952606	6.83050393404758	0.123163915185062	ENSA	endosulfine alpha
ILMN_2343010	0.000128822976227404	1.2013091424055e-07	5.45580517929415	6.8249178417605	0.12109786381802	BOLA3	bolA family member 3
ILMN_1791332	0.000128822976227404	1.23178101788749e-07	5.45080580015733	6.80068548443278	0.301876358927908	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit
ILMN_2097421	0.000128822976227404	1.23187175230267e-07	5.45079109432927	6.80061422977497	0.181659631714226	MRPL51	mitochondrial ribosomal protein L51
ILMN_1716895	0.000128822976227404	1.24606454586712e-07	5.44850367471601	6.78953274297604	0.185521337532656	RPA3	replication protein A3
ILMN_2103295	0.000168801501188153	1.6854341907769e-07	5.38794040437213	6.49745583055243	0.265301340516571	NSA2	NSA2, ribosome biogenesis homolog
ILMN_1776104	0.000197939970769366	2.03813505425725e-07	5.34958465772095	6.31380417609436	0.289641401404974	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
ILMN_1707077	0.000213166597938417	2.26143228490941e-07	-5.328513631054	6.21335350265863	-0.136646268462002	SORT1	sortilin 1
ILMN_1744517	0.000214431473604496	2.34175842496095e-07	-5.32142576718445	6.17963424357751	-0.197478205426259	GNS	glucosamine (N-acetyl)-6-sulfatase
ILMN_1756360	0.000221194030576802	2.48462825697054e-07	5.30938402763841	6.12242907476942	0.242917740897717	RPL35A	ribosomal protein L35a
ILMN_3220792	0.000240932289009687	2.78235469855547e-07	5.28631583752272	6.01312823388888	0.204627029811039	RPL13AP5	ribosomal protein L13a pseudogene 5
ILMN_1688127	0.000240932289009687	3.04749979213342e-07	5.26770894620556	5.92524048969983	0.220161764235383		
